Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2024-01-09,370.9623718261719,375.7900085449219,375.989990234375,371.19000244140625,372.010009765625,20830000,MSFT
2024-01-10,377.8526611328125,382.7699890136719,384.1700134277344,376.32000732421875,376.3699951171875,25514200,MSFT
2024-01-11,379.6888122558594,384.6300048828125,390.67999267578125,380.3800048828125,386.0,27850800,MSFT
2024-01-12,383.47943115234375,388.4700012207031,388.67999267578125,384.6499938964844,385.489990234375,21661200,MSFT
2024-01-16,385.25628662109375,390.2699890136719,394.0299987792969,387.6199951171875,393.6600036621094,27202300,MSFT
2024-01-17,384.46661376953125,389.4700012207031,390.1099853515625,384.80999755859375,387.9800109863281,22234100,MSFT
2024-01-18,388.81011962890625,393.8699951171875,393.989990234375,390.1199951171875,391.7200012207031,23392100,MSFT
2024-01-19,393.54840087890625,398.6700134277344,398.6700134277344,393.5,395.760009765625,29331100,MSFT
2024-01-22,391.4161682128906,396.510009765625,400.6199951171875,393.5899963378906,400.0199890136719,27016900,MSFT
2024-01-23,393.775390625,398.8999938964844,399.3800048828125,393.92999267578125,395.75,20525900,MSFT
2024-01-24,397.388427734375,402.55999755859375,405.6300048828125,400.45001220703125,401.5400085449219,24867000,MSFT
2024-01-25,399.66876220703125,404.8699951171875,407.010009765625,402.5299987792969,404.32000732421875,21021200,MSFT
2024-01-26,398.74078369140625,403.92999267578125,406.1700134277344,402.42999267578125,404.3699951171875,17803300,MSFT
2024-01-29,404.4564514160156,409.7200012207031,409.9800109863281,404.3299865722656,406.05999755859375,24510200,MSFT
2024-01-30,403.3409729003906,408.5899963378906,413.04998779296875,406.45001220703125,412.260009765625,33477600,MSFT
2024-01-31,392.472412109375,397.5799865722656,415.32000732421875,397.2099914550781,406.9599914550781,47871100,MSFT
2024-02-01,398.5927429199219,403.7799987792969,408.0,401.79998779296875,401.8299865722656,30657700,MSFT
2024-02-02,405.9371643066406,411.2200012207031,412.6499938964844,403.55999755859375,403.80999755859375,28256700,MSFT
2024-02-05,400.4387512207031,405.6499938964844,411.1600036621094,403.989990234375,409.8999938964844,25352300,MSFT
2024-02-06,400.2807922363281,405.489990234375,407.9700012207031,402.9100036621094,405.8800048828125,18382600,MSFT
2024-02-07,408.7308349609375,414.04998779296875,414.29998779296875,407.3999938964844,407.44000244140625,22340500,MSFT
2024-02-08,408.7900390625,414.1099853515625,415.55999755859375,412.5299987792969,414.04998779296875,21225300,MSFT
2024-02-09,415.1473083496094,420.54998779296875,420.82000732421875,415.0899963378906,415.25,22032800,MSFT
2024-02-12,409.92529296875,415.260009765625,420.739990234375,414.75,420.55999755859375,21202900,MSFT
2024-02-13,401.1001281738281,406.32000732421875,410.07000732421875,403.3900146484375,404.94000244140625,27824900,MSFT
2024-02-14,404.9768981933594,409.489990234375,409.8399963378906,404.57000732421875,408.07000732421875,20401200,MSFT
2024-02-15,402.0792236328125,406.55999755859375,409.1300048828125,404.2900085449219,408.1400146484375,21825500,MSFT
2024-02-16,399.6067810058594,404.05999755859375,408.2900085449219,403.44000244140625,407.9599914550781,22296500,MSFT
2024-02-20,398.3507995605469,402.7900085449219,404.489990234375,398.010009765625,403.239990234375,24307900,MSFT
2024-02-21,397.74749755859375,402.17999267578125,402.2900085449219,397.2200012207031,400.1700134277344,18518900,MSFT
2024-02-22,407.1131591796875,411.6499938964844,412.8299865722656,408.57000732421875,410.19000244140625,27009900,MSFT
2024-02-23,405.8175354003906,410.3399963378906,415.8599853515625,408.9700012207031,415.6700134277344,16295900,MSFT
2024-02-26,403.0484313964844,407.5400085449219,412.1600036621094,407.3599853515625,411.4599914550781,16193500,MSFT
2024-02-27,402.9891052246094,407.4800109863281,408.32000732421875,403.8500061035156,407.989990234375,14835800,MSFT
2024-02-28,403.2264709472656,407.7200012207031,409.29998779296875,405.32000732421875,408.17999267578125,13183100,MSFT
2024-02-29,409.08123779296875,413.6400146484375,414.20001220703125,405.9200134277344,408.6400146484375,31947300,MSFT
2024-03-01,410.9206848144531,415.5,415.8699951171875,410.8800048828125,411.2699890136719,17823400,MSFT
2024-03-04,410.34710693359375,414.9200134277344,417.3500061035156,412.32000732421875,413.44000244140625,17596000,MSFT
2024-03-05,398.2123107910156,402.6499938964844,414.25,400.6400146484375,413.9599914550781,26919200,MSFT
2024-03-06,397.6584777832031,402.0899963378906,405.1600036621094,398.3900146484375,402.9700012207031,22344100,MSFT
2024-03-07,404.6308288574219,409.1400146484375,409.7799987792969,402.239990234375,406.1199951171875,18718500,MSFT
2024-03-08,401.7429504394531,406.2200012207031,410.4200134277344,404.3299865722656,407.9599914550781,18002200,MSFT
2024-03-11,400.06170654296875,404.5199890136719,405.67999267578125,401.260009765625,403.760009765625,16120800,MSFT
2024-03-12,410.7030944824219,415.2799987792969,415.57000732421875,406.7900085449219,407.6199951171875,22457000,MSFT
2024-03-13,410.52508544921875,415.1000061035156,418.17999267578125,411.45001220703125,418.1000061035156,17115900,MSFT
2024-03-14,420.5335998535156,425.2200012207031,427.82000732421875,417.989990234375,420.239990234375,34157300,MSFT
2024-03-15,411.83056640625,416.4200134277344,422.6000061035156,412.7900085449219,419.2900085449219,45079900,MSFT
2024-03-18,412.72064208984375,417.32000732421875,420.7300109863281,413.7799987792969,414.25,20106000,MSFT
2024-03-19,416.76556396484375,421.4100036621094,421.6700134277344,415.54998779296875,417.8299865722656,19837900,MSFT
2024-03-20,420.54345703125,425.2300109863281,425.9599914550781,420.6600036621094,422.0,17860100,MSFT
2024-03-21,424.6378479003906,429.3699951171875,430.82000732421875,427.1600036621094,429.8299865722656,21296200,MSFT
2024-03-22,424.0148010253906,428.739990234375,429.8599853515625,426.07000732421875,429.70001220703125,17648500,MSFT
2024-03-25,418.1995544433594,422.8599853515625,427.4100036621094,421.6099853515625,425.239990234375,18060500,MSFT
2024-03-26,417.00286865234375,421.6499938964844,425.989990234375,421.3500061035156,425.6099853515625,16725600,MSFT
2024-03-27,416.78533935546875,421.42999267578125,424.45001220703125,419.010009765625,424.44000244140625,16705000,MSFT
2024-03-28,416.0831604003906,420.7200012207031,421.8699951171875,419.1199951171875,420.9599914550781,21871200,MSFT
2024-04-01,419.8907775878906,424.57000732421875,427.8900146484375,422.2200012207031,423.95001220703125,16316000,MSFT
2024-04-02,416.7952575683594,421.44000244140625,422.3800048828125,417.8399963378906,420.1099853515625,17912000,MSFT
2024-04-03,415.816162109375,420.45001220703125,423.260009765625,419.0899963378906,419.7300109863281,16502300,MSFT
2024-04-04,413.27447509765625,417.8800048828125,428.6700134277344,417.57000732421875,424.989990234375,19370900,MSFT
2024-04-05,420.83026123046875,425.5199890136719,426.510009765625,418.32000732421875,420.010009765625,16554800,MSFT
2024-04-08,419.9104919433594,424.5899963378906,427.2799987792969,423.29998779296875,425.1700134277344,14272400,MSFT
2024-04-09,421.5818786621094,426.2799987792969,427.739990234375,421.6199951171875,426.44000244140625,12496900,MSFT
2024-04-10,418.59521484375,423.260009765625,424.0299987792969,419.70001220703125,422.19000244140625,16216600,MSFT
2024-04-11,423.21368408203125,427.92999267578125,429.3699951171875,422.3599853515625,425.82000732421875,17966400,MSFT
2024-04-12,417.2501525878906,421.8999938964844,425.17999267578125,419.7699890136719,424.04998779296875,19253800,MSFT
2024-04-15,409.08123779296875,413.6400146484375,426.82000732421875,413.42999267578125,426.6000061035156,20273500,MSFT
2024-04-16,410.0108337402344,414.5799865722656,418.3999938964844,413.7300109863281,414.57000732421875,16765600,MSFT
2024-04-17,407.301025390625,411.8399963378906,418.8800048828125,410.3299865722656,417.25,15855500,MSFT
2024-04-18,399.814453125,404.2699890136719,411.8900146484375,403.95001220703125,410.6300048828125,21029900,MSFT
2024-04-19,394.7211608886719,399.1199951171875,405.4800109863281,397.7699890136719,404.0299987792969,30565800,MSFT
2024-04-22,396.54095458984375,400.9599914550781,402.8500061035156,395.75,400.0799865722656,20286900,MSFT
2024-04-23,403.078125,407.57000732421875,408.20001220703125,403.05999755859375,404.239990234375,15734500,MSFT
2024-04-24,404.5516662597656,409.05999755859375,412.4700012207031,406.7799987792969,409.55999755859375,15065300,MSFT
2024-04-25,394.6421203613281,399.0400085449219,399.8900146484375,388.0299987792969,394.0299987792969,40586500,MSFT
2024-04-26,401.84185791015625,406.32000732421875,413.0,405.760009765625,412.1700134277344,29694700,MSFT
2024-04-29,397.81671142578125,402.25,406.32000732421875,399.19000244140625,405.25,19582100,MSFT
2024-04-30,385.0390930175781,389.3299865722656,402.1600036621094,389.1700134277344,401.489990234375,28781400,MSFT
2024-05-01,390.5872802734375,394.94000244140625,401.7200012207031,390.30999755859375,392.6099853515625,23562500,MSFT
2024-05-02,393.455322265625,397.8399963378906,399.92999267578125,394.6499938964844,397.6600036621094,17709400,MSFT
2024-05-03,402.1781005859375,406.6600036621094,407.1499938964844,401.8599853515625,402.2799987792969,17446700,MSFT
2024-05-06,408.9822998046875,413.5400085449219,413.92999267578125,406.3699951171875,408.760009765625,16996600,MSFT
2024-05-07,404.8285827636719,409.3399963378906,414.6700134277344,409.0899963378906,414.6600036621094,20018200,MSFT
2024-05-08,406.015380859375,410.5400085449219,412.2300109863281,406.7099914550781,408.1700134277344,11792300,MSFT
2024-05-09,407.7757263183594,412.32000732421875,412.7200012207031,409.1000061035156,410.57000732421875,14689700,MSFT
2024-05-10,410.1690979003906,414.739990234375,415.3800048828125,411.79998779296875,412.94000244140625,13402300,MSFT
2024-05-13,409.1603088378906,413.7200012207031,418.3500061035156,410.82000732421875,418.010009765625,15440200,MSFT
2024-05-14,411.968994140625,416.55999755859375,417.489990234375,411.54998779296875,412.0199890136719,15109300,MSFT
2024-05-15,419.1719055175781,423.0799865722656,423.80999755859375,417.2699890136719,417.8999938964844,22239500,MSFT
2024-05-16,417.1011657714844,420.989990234375,425.4200134277344,420.3500061035156,421.79998779296875,17530100,MSFT
2024-05-17,416.328369140625,420.2099914550781,422.9200134277344,418.0299987792969,422.5400085449219,15352200,MSFT
2024-05-20,421.4110107421875,425.3399963378906,426.7699890136719,419.989990234375,420.2099914550781,16272100,MSFT
2024-05-21,425.0768127441406,429.0400085449219,432.9700012207031,424.8500061035156,426.8299865722656,21453300,MSFT
2024-05-22,426.54315185546875,430.5199890136719,432.4100036621094,427.1300048828125,430.0899963378906,18073700,MSFT
2024-05-23,423.0556640625,427.0,433.6000061035156,425.4200134277344,432.9700012207031,17211700,MSFT
2024-05-24,426.18646240234375,430.1600036621094,431.05999755859375,424.4100036621094,427.19000244140625,11855300,MSFT
2024-05-28,426.34503173828125,430.32000732421875,430.82000732421875,426.6000061035156,429.6300048828125,15718000,MSFT
2024-05-29,425.2055969238281,429.1700134277344,430.94000244140625,425.69000244140625,425.69000244140625,15517100,MSFT
2024-05-30,410.8395690917969,414.6700134277344,424.29998779296875,414.239990234375,424.29998779296875,28394500,MSFT
2024-05-31,411.2952880859375,415.1300048828125,416.75,404.510009765625,416.75,47995300,MSFT
2024-06-03,409.7001647949219,413.5199890136719,416.42999267578125,408.9200134277344,415.5299987792969,17484700,MSFT
2024-06-04,412.22662353515625,416.07000732421875,416.44000244140625,409.67999267578125,412.42999267578125,14348900,MSFT
2024-06-05,420.0932922363281,424.010009765625,424.0799865722656,416.29998779296875,417.80999755859375,16988000,MSFT
2024-06-06,420.5985412597656,424.5199890136719,425.30999755859375,420.5799865722656,424.010009765625,14861300,MSFT
2024-06-07,419.93475341796875,423.8500061035156,426.2799987792969,423.0,426.20001220703125,13621700,MSFT
2024-06-10,423.9176025390625,427.8699951171875,428.0799865722656,423.8900146484375,424.70001220703125,13982900,MSFT
2024-06-11,428.68316650390625,432.67999267578125,432.82000732421875,425.25,425.4800109863281,14551100,MSFT
2024-06-12,436.9857482910156,441.05999755859375,443.3999938964844,433.25,435.32000732421875,22366200,MSFT
2024-06-13,437.5010070800781,441.5799865722656,443.3900146484375,439.3699951171875,440.8500061035156,15960600,MSFT
2024-06-14,438.4818420410156,442.57000732421875,443.1400146484375,436.7200012207031,438.2799987792969,13582000,MSFT
2024-06-17,444.228271484375,448.3699951171875,450.94000244140625,440.7200012207031,442.5899963378906,20790000,MSFT
2024-06-18,442.2170104980469,446.3399963378906,450.1400146484375,444.8900146484375,449.7099914550781,17112500,MSFT
2024-06-20,441.5828857421875,445.70001220703125,446.5299987792969,441.2699890136719,446.29998779296875,19877400,MSFT
2024-06-21,445.6252136230469,449.7799987792969,450.5799865722656,446.510009765625,447.3800048828125,34187100,MSFT
2024-06-24,443.5347595214844,447.6700134277344,452.75,446.4100036621094,449.79998779296875,15913700,MSFT
2024-06-25,446.784423828125,450.95001220703125,451.4200134277344,446.75,448.25,16413400,MSFT
2024-06-26,447.9832458496094,452.1600036621094,453.6000061035156,448.19000244140625,449.0,16507000,MSFT
2024-06-27,448.6669006347656,452.8500061035156,456.1700134277344,451.7699890136719,452.17999267578125,14806300,MSFT
2024-06-28,442.8213806152344,446.95001220703125,455.3800048828125,446.4100036621094,453.07000732421875,28362300,MSFT
2024-07-01,452.5110168457031,456.7300109863281,457.3699951171875,445.6600036621094,448.6600036621094,17662800,MSFT
2024-07-02,455.0374755859375,459.2799987792969,459.5899963378906,453.1099853515625,453.20001220703125,13979800,MSFT
2024-07-03,456.5137023925781,460.7699890136719,461.0199890136719,457.8800048828125,458.19000244140625,9932800,MSFT
2024-07-05,463.2409973144531,467.55999755859375,468.3500061035156,458.9700012207031,459.6099853515625,16000300,MSFT
2024-07-08,461.93316650390625,466.239990234375,467.70001220703125,464.4599914550781,466.54998779296875,12962300,MSFT
2024-07-09,455.2950744628906,459.5400085449219,467.3299865722656,458.0,467.0,17207200,MSFT
2024-07-10,461.9430847167969,466.25,466.4599914550781,458.8599853515625,461.2200012207031,18196100,MSFT
2024-07-11,450.4997863769531,454.70001220703125,464.7799987792969,451.54998779296875,462.9800109863281,23111200,MSFT
2024-07-12,449.3603820800781,453.54998779296875,456.3599853515625,450.6499938964844,454.3299865722656,16324300,MSFT
2024-07-15,449.7666015625,453.9599914550781,457.260009765625,451.42999267578125,453.29998779296875,14429400,MSFT
2024-07-16,445.36761474609375,449.5199890136719,454.29998779296875,446.6600036621094,454.2200012207031,17175700,MSFT
2024-07-17,439.42303466796875,443.5199890136719,444.8500061035156,439.17999267578125,442.5899963378906,21778000,MSFT
2024-07-18,436.3021545410156,440.3699951171875,444.6499938964844,434.3999938964844,444.3399963378906,20794800,MSFT
2024-07-19,433.0722351074219,437.1099853515625,441.1400146484375,432.0,433.1000061035156,20940400,MSFT
2024-07-22,438.84844970703125,442.94000244140625,444.6000061035156,438.9100036621094,441.7900085449219,15808800,MSFT
2024-07-23,440.74078369140625,444.8500061035156,448.3900146484375,443.1000061035156,443.8999938964844,13107100,MSFT
2024-07-24,424.9381103515625,428.8999938964844,441.4800109863281,427.5899963378906,440.45001220703125,26805800,MSFT
2024-07-25,414.53509521484375,418.3999938964844,429.79998779296875,417.510009765625,428.79998779296875,29943800,MSFT
2024-07-26,421.34161376953125,425.2699890136719,428.9200134277344,417.2699890136719,418.20001220703125,23583800,MSFT
2024-07-29,422.78814697265625,426.7300109863281,432.1499938964844,424.70001220703125,431.5799865722656,15125800,MSFT
2024-07-30,419.0133361816406,422.9200134277344,429.04998779296875,417.3599853515625,427.7200012207031,32687600,MSFT
2024-07-31,414.4855651855469,418.3500061035156,421.7799987792969,412.2099914550781,420.5,42891400,MSFT
2024-08-01,413.2569885253906,417.1099853515625,427.4599914550781,413.0899963378906,420.7900085449219,30296400,MSFT
2024-08-02,404.7166748046875,408.489990234375,415.0,404.3399963378906,412.489990234375,29437900,MSFT
2024-08-05,391.4998779296875,395.1499938964844,401.0400085449219,385.5799865722656,389.1700134277344,40709200,MSFT
2024-08-06,395.9186706542969,399.6099853515625,405.6700134277344,398.5,400.0,24946500,MSFT
2024-08-07,394.74957275390625,398.42999267578125,410.0799865722656,397.4700012207031,408.6400146484375,20650900,MSFT
2024-08-08,398.97021484375,402.69000244140625,405.8599853515625,399.94000244140625,402.44000244140625,20203000,MSFT
2024-08-09,402.2694091796875,406.0199890136719,408.04998779296875,402.260009765625,404.0299987792969,19276700,MSFT
2024-08-12,403.0521545410156,406.80999755859375,408.760009765625,404.239990234375,407.05999755859375,16762900,MSFT
2024-08-13,410.18560791015625,414.010009765625,414.95001220703125,409.57000732421875,409.5899963378906,19414300,MSFT
2024-08-14,413.0093078613281,416.8599853515625,417.7200012207031,412.45001220703125,414.79998779296875,18267000,MSFT
2024-08-15,417.8926696777344,421.0299987792969,421.1099853515625,417.6600036621094,419.79998779296875,20752100,MSFT
2024-08-16,415.35174560546875,418.4700012207031,421.3399963378906,417.29998779296875,420.6000061035156,22775600,MSFT
2024-08-19,418.388916015625,421.5299987792969,421.75,416.4599914550781,418.9599914550781,15234000,MSFT
2024-08-20,421.6345520019531,424.79998779296875,425.8599853515625,421.6400146484375,421.70001220703125,16387600,MSFT
2024-08-21,420.9794921875,424.1400146484375,426.3999938964844,421.7200012207031,424.0799865722656,16067300,MSFT
2024-08-22,412.4534912109375,415.54998779296875,426.7900085449219,414.6099853515625,424.3599853515625,19361900,MSFT
2024-08-23,413.6842346191406,416.7900085449219,419.260009765625,412.0899963378906,416.9800109863281,18493800,MSFT
2024-08-26,410.4088134765625,413.489990234375,417.2799987792969,411.3399963378906,416.3699951171875,13152800,MSFT
2024-08-27,410.7562255859375,413.8399963378906,414.3599853515625,410.25,412.8599853515625,13492900,MSFT
2024-08-28,407.5403747558594,410.6000061035156,415.0,407.30999755859375,414.8800048828125,14882700,MSFT
2024-08-29,410.0416259765625,413.1199951171875,422.04998779296875,410.6000061035156,414.94000244140625,17045200,MSFT
2024-08-30,414.0316467285156,417.1400146484375,417.489990234375,412.1300048828125,415.6000061035156,24308300,MSFT
2024-09-03,406.3890380859375,409.44000244140625,419.8800048828125,407.0299987792969,417.9100036621094,20313600,MSFT
2024-09-04,405.8530578613281,408.8999938964844,411.239990234375,404.3699951171875,405.9100036621094,15135800,MSFT
2024-09-05,405.34686279296875,408.3900146484375,413.1000061035156,406.1300048828125,407.6199951171875,14195500,MSFT
2024-09-06,398.7066955566406,401.70001220703125,410.6499938964844,400.79998779296875,409.05999755859375,19609500,MSFT
2024-09-09,402.69671630859375,405.7200012207031,408.6499938964844,402.1499938964844,407.239990234375,15295100,MSFT
2024-09-10,411.1135559082031,414.20001220703125,416.3299865722656,407.70001220703125,408.20001220703125,19594300,MSFT
2024-09-11,419.8876953125,423.0400085449219,423.989990234375,409.5799865722656,415.5,19266900,MSFT
2024-09-12,423.81817626953125,427.0,427.3699951171875,419.75,423.30999755859375,17395700,MSFT
2024-09-13,427.3813781738281,430.5899963378906,431.8299865722656,425.4599914550781,425.8299865722656,15874600,MSFT
2024-09-16,428.1258544921875,431.3399963378906,433.5299987792969,428.2200012207031,430.6000061035156,13834700,MSFT
2024-09-17,431.907470703125,435.1499938964844,441.8500061035156,432.2699890136719,440.2300109863281,18874200,MSFT
2024-09-18,427.59979248046875,430.80999755859375,436.0299987792969,430.4100036621094,435.0,18898000,MSFT
2024-09-19,435.42108154296875,438.69000244140625,441.5,436.8999938964844,441.2300109863281,21706600,MSFT
2024-09-20,432.0265197753906,435.2699890136719,439.239990234375,434.2200012207031,437.2200012207031,55167100,MSFT
2024-09-23,430.2796936035156,433.510009765625,436.4599914550781,430.3900146484375,434.2799987792969,15128900,MSFT
2024-09-24,425.9720153808594,429.1700134277344,433.3500061035156,426.1000061035156,433.0,17015800,MSFT
2024-09-25,428.89007568359375,432.1099853515625,433.1199951171875,428.57000732421875,429.8299865722656,13396400,MSFT
2024-09-26,428.0960388183594,431.30999755859375,435.29998779296875,429.1300048828125,435.0899963378906,14492000,MSFT
2024-09-27,424.8305358886719,428.0199890136719,431.8500061035156,427.4700012207031,431.5199890136719,14896100,MSFT
2024-09-30,427.09356689453125,430.29998779296875,430.4200134277344,425.3699951171875,428.2099914550781,16807300,MSFT
2024-10-01,417.5552062988281,420.69000244140625,428.4800109863281,418.80999755859375,428.45001220703125,19092900,MSFT
2024-10-02,414.021728515625,417.1300048828125,422.82000732421875,416.7099914550781,422.5799865722656,16582300,MSFT
2024-10-03,413.4361572265625,416.5400085449219,419.54998779296875,414.2900085449219,417.6300048828125,13686400,MSFT
2024-10-04,412.9596862792969,416.05999755859375,419.75,414.9700012207031,418.239990234375,19169700,MSFT
2024-10-07,406.48828125,409.5400085449219,417.1099853515625,409.0,416.0,20919800,MSFT
2024-10-08,411.6197509765625,414.7099914550781,415.6600036621094,408.1700134277344,410.8999938964844,19229300,MSFT
2024-10-09,414.3492431640625,417.4599914550781,420.3800048828125,414.29998779296875,415.8599853515625,14974300,MSFT
2024-10-10,412.7413330078125,415.8399963378906,417.3500061035156,413.1499938964844,415.2300109863281,13848400,MSFT
2024-10-11,413.2177429199219,416.32000732421875,417.1300048828125,413.25,416.1400146484375,14144900,MSFT
2024-10-14,416.0167541503906,419.1400146484375,424.0400085449219,417.5199890136719,417.7699890136719,16653100,MSFT
2024-10-15,415.61968994140625,418.739990234375,422.4800109863281,415.260009765625,422.17999267578125,18900200,MSFT
2024-10-16,413.01922607421875,416.1199951171875,416.3599853515625,410.4800109863281,415.1700134277344,15508900,MSFT
2024-10-17,413.6147766113281,416.7200012207031,422.5,415.5899963378906,422.3599853515625,14820000,MSFT
2024-10-18,415.0440673828125,418.1600036621094,419.6499938964844,416.260009765625,417.1400146484375,17145300,MSFT
2024-10-21,415.659423828125,418.7799987792969,418.9599914550781,413.75,416.1199951171875,14206100,MSFT
2024-10-22,424.32440185546875,427.510009765625,430.5799865722656,418.0400085449219,418.489990234375,25482200,MSFT
2024-10-23,421.4360656738281,424.6000061035156,431.0799865722656,422.5299987792969,430.8599853515625,19654400,MSFT
2024-10-24,421.56512451171875,424.7300109863281,425.9800109863281,422.3999938964844,425.3299865722656,13581600,MSFT
2024-10-25,424.9595947265625,428.1499938964844,432.5199890136719,426.57000732421875,426.760009765625,16899100,MSFT
2024-10-28,423.4112243652344,426.5899963378906,431.94000244140625,426.29998779296875,431.6600036621094,14882400,MSFT
2024-10-29,428.7312927246094,431.95001220703125,433.1700134277344,425.79998779296875,428.0,17644100,MSFT
2024-10-30,429.30694580078125,432.5299987792969,438.5,432.1000061035156,437.44000244140625,29749100,MSFT
2024-10-31,403.3220520019531,406.3500061035156,416.1600036621094,406.29998779296875,415.3599853515625,53971000,MSFT
2024-11-01,407.3121032714844,410.3699951171875,415.5,407.5,409.010009765625,24230400,MSFT
2024-11-04,405.41632080078125,408.4599914550781,410.4200134277344,405.57000732421875,409.79998779296875,19672300,MSFT
2024-11-05,408.3939514160156,411.4599914550781,414.8999938964844,408.0799865722656,408.3699951171875,17626000,MSFT
2024-11-06,417.0489501953125,420.17999267578125,420.45001220703125,410.5199890136719,412.4200134277344,26681800,MSFT
2024-11-07,422.2598571777344,425.42999267578125,426.8500061035156,419.8800048828125,421.2799987792969,19901800,MSFT
2024-11-08,419.3913879394531,422.5400085449219,426.5,421.7799987792969,425.32000732421875,16891400,MSFT
2024-11-11,414.8951721191406,418.010009765625,424.80999755859375,416.0,422.5199890136719,24503300,MSFT
2024-11-12,419.87774658203125,423.0299987792969,424.44000244140625,417.20001220703125,418.25,19401200,MSFT
2024-11-13,422.0316162109375,425.20001220703125,429.3299865722656,418.2099914550781,421.6400146484375,21502200,MSFT
2024-11-14,423.7090148925781,426.8900146484375,428.1700134277344,420.0,425.0,30246900,MSFT
2024-11-15,411.9075927734375,415.0,422.79998779296875,413.6400146484375,419.82000732421875,28247600,MSFT
2024-11-18,412.6619567871094,415.760009765625,418.3999938964844,412.1000061035156,414.8699951171875,24727000,MSFT
2024-11-19,414.6767883300781,417.7900085449219,417.94000244140625,411.54998779296875,413.1099853515625,18133500,MSFT
2024-11-20,412.3939208984375,415.489990234375,417.2900085449219,410.5799865722656,416.8699951171875,19191700,MSFT
2024-11-21,410.61370849609375,412.8699951171875,419.7799987792969,410.2900085449219,419.5,20780200,MSFT
2024-11-22,414.7211608886719,417.0,417.3999938964844,411.05999755859375,411.3699951171875,24814600,MSFT
2024-11-25,416.5013732910156,418.7900085449219,421.0799865722656,414.8500061035156,418.3800048828125,27691100,MSFT
2024-11-26,425.6510925292969,427.989990234375,429.0400085449219,418.8500061035156,419.5899963378906,23458900,MSFT
2024-11-27,420.67840576171875,422.989990234375,427.2300109863281,422.0199890136719,425.1099853515625,18332400,MSFT
2024-11-29,421.1458435058594,423.4599914550781,424.8800048828125,417.79998779296875,420.0899963378906,16271900,MSFT
2024-12-02,428.624755859375,430.9800109863281,433.0,421.30999755859375,421.57000732421875,20207200,MSFT
2024-12-03,428.8435363769531,431.20001220703125,432.4700012207031,427.739990234375,429.8399963378906,18302000,MSFT
2024-12-04,435.0295715332031,437.4200134277344,439.6700134277344,432.6300048828125,433.0299987792969,26009400,MSFT
2024-12-05,440.2011413574219,442.6199951171875,444.6600036621094,436.1700134277344,437.9200134277344,21697800,MSFT
2024-12-06,441.1459655761719,443.57000732421875,446.1000061035156,441.7699890136719,442.29998779296875,18821000,MSFT
2024-12-09,443.5825500488281,446.0199890136719,448.3299865722656,440.5,442.6000061035156,19144400,MSFT
2024-12-10,440.9072570800781,443.3299865722656,449.6199951171875,441.6000061035156,444.3900146484375,18469500,MSFT
2024-12-11,446.5363464355469,448.989990234375,450.3500061035156,444.04998779296875,444.04998779296875,19200200,MSFT
2024-12-12,447.1032409667969,449.55999755859375,456.1600036621094,449.1099853515625,449.1099853515625,20834800,MSFT
2024-12-13,444.8257141113281,447.2699890136719,451.42999267578125,445.5799865722656,448.44000244140625,20177800,MSFT
2024-12-16,449.12213134765625,451.5899963378906,452.17999267578125,445.2799987792969,447.2699890136719,23598800,MSFT
2024-12-17,451.9764099121094,454.4599914550781,455.2900085449219,449.57000732421875,451.010009765625,22733500,MSFT
2024-12-18,434.9997253417969,437.3900146484375,452.6499938964844,437.0199890136719,451.32000732421875,24444500,MSFT
2024-12-19,434.6416931152344,437.0299987792969,443.17999267578125,436.32000732421875,441.6199951171875,22963700,MSFT
2024-12-20,434.2140808105469,436.6000061035156,443.739990234375,428.6300048828125,433.1099853515625,64263700,MSFT
2024-12-23,432.8714294433594,435.25,437.6499938964844,432.8299865722656,436.739990234375,19152500,MSFT
2024-12-24,436.9291076660156,439.3299865722656,439.6000061035156,434.19000244140625,434.6499938964844,7164500,MSFT
2024-12-26,435.7157897949219,438.1099853515625,440.94000244140625,436.6300048828125,439.0799865722656,8194200,MSFT
2024-12-27,428.17718505859375,430.5299987792969,435.2200012207031,426.3500061035156,434.6000061035156,18117700,MSFT
2024-12-30,422.50836181640625,424.8299865722656,427.54998779296875,421.8999938964844,426.05999755859375,13158700,MSFT
2024-12-31,419.1965637207031,421.5,426.7300109863281,420.6600036621094,426.1000061035156,13246500,MSFT
2025-01-02,416.2925109863281,418.5799865722656,426.07000732421875,414.8500061035156,425.5299987792969,16896500,MSFT
2025-01-03,421.0364685058594,423.3500061035156,424.0299987792969,419.5400085449219,421.0799865722656,16662900,MSFT
2025-01-06,425.5118713378906,427.8500061035156,434.32000732421875,425.4800109863281,428.0,20573600,MSFT
2025-01-07,420.0617980957031,422.3699951171875,430.6499938964844,420.79998779296875,429.0,18139100,MSFT
2025-01-08,422.23980712890625,424.55999755859375,426.9700012207031,421.5400085449219,423.4599914550781,15054600,MSFT
2025-01-10,416.6605224609375,418.95001220703125,424.7099914550781,415.0199890136719,424.6300048828125,20201100,MSFT
2025-01-13,414.9101257324219,417.19000244140625,418.5,412.2900085449219,415.239990234375,17604800,MSFT
2025-01-14,413.3984375,415.6700134277344,419.739990234375,410.7200012207031,417.80999755859375,16935900,MSFT
2025-01-15,423.9802551269531,426.30999755859375,428.1499938964844,418.2699890136719,419.1300048828125,19637800,MSFT
